DATE/HOUR	Patients	Beds	Fractional Occupancy	0700-1500	0900-1700	1000-1800	1500-2300	1800-0200	2000-0400	2300-0700	0800-1200	0700-1500	0700-1500	0900-1700	1500-2300	1500-2300	1500-2300	2300-0700	2300-0700	0800-1200
12/26/2005 10:00	24	43	0.56	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/26/2005 11:00	31	43	0.72	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/26/2005 12:00	36	43	0.84	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/26/2005 13:00	50	43	1.16	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/26/2005 14:00	52	43	1.21	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/26/2005 15:00	60	43	1.4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
12/26/2005 16:00	62	43	1.44	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
12/26/2005 17:00	67	48	1.4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/26/2005 18:00	65	48	1.35	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/26/2005 19:00	66	48	1.38	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/26/2005 20:00	60	48	1.25	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/26/2005 21:00	59	48	1.23	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/26/2005 22:00	54	48	1.13	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/26/2005 23:00	44	48	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 0:00	38	48	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 1:00	41	48	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 2:00	34	43	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 3:00	31	43	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 4:00	30	43	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 5:00	29	43	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 6:00	27	43	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/27/2005 7:00	24	43	0.56	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/27/2005 8:00	30	43	0.7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/27/2005 9:00	34	43	0.79	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/27/2005 10:00	38	43	0.88	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/27/2005 11:00	43	43	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/27/2005 12:00	54	43	1.26	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/27/2005 13:00	59	43	1.37	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/27/2005 14:00	65	43	1.51	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/27/2005 15:00	69	43	1.6	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 16:00	70	43	1.63	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 17:00	74	48	1.54	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 18:00	80	48	1.67	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 19:00	81	48	1.69	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 20:00	73	48	1.52	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 21:00	72	48	1.5	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 22:00	67	48	1.4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/27/2005 23:00	68	48	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 0:00	66	48	1.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 1:00	58	48	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 2:00	50	43	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 3:00	42	43	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 4:00	36	43	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 5:00	29	43	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 6:00	25	43	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/28/2005 7:00	24	43	0.56	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/28/2005 8:00	23	43	0.53	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/28/2005 9:00	29	43	0.67	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/28/2005 10:00	34	43	0.79	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/28/2005 11:00	38	43	0.88	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/28/2005 12:00	47	43	1.09	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/28/2005 13:00	50	43	1.16	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/28/2005 14:00	49	43	1.14	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/28/2005 15:00	56	43	1.3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
12/28/2005 16:00	53	43	1.23	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
12/28/2005 17:00	58	48	1.21	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/28/2005 18:00	61	48	1.27	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/28/2005 19:00	61	48	1.27	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/28/2005 20:00	62	48	1.29	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/28/2005 21:00	60	48	1.25	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/28/2005 22:00	63	48	1.31	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/28/2005 23:00	60	48	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 0:00	53	48	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 1:00	49	48	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 2:00	44	43	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 3:00	43	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 4:00	40	43	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 5:00	36	43	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 6:00	36	43	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/29/2005 7:00	37	43	0.86	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/29/2005 8:00	35	43	0.81	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/29/2005 9:00	34	43	0.79	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/29/2005 10:00	41	43	0.95	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/29/2005 11:00	41	43	0.95	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
12/29/2005 12:00	40	43	0.93	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/29/2005 13:00	41	43	0.95	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/29/2005 14:00	46	43	1.07	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
12/29/2005 15:00	52	43	1.21	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
12/29/2005 16:00	54	43	1.26	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
12/29/2005 17:00	54	48	1.13	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/29/2005 18:00	53	48	1.1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/29/2005 19:00	47	48	0.98	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/29/2005 20:00	49	48	1.02	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/29/2005 21:00	43	48	0.9	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/29/2005 22:00	41	48	0.85	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/29/2005 23:00	40	48	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 0:00	41	48	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 1:00	43	48	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 2:00	42	43	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 3:00	37	43	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 4:00	36	43	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 5:00	33	43	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 6:00	31	43	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/30/2005 7:00	27	43	0.63	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/30/2005 8:00	26	43	0.6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/30/2005 9:00	26	43	0.6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/30/2005 10:00	28	43	0.65	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/30/2005 11:00	29	43	0.67	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/30/2005 12:00	39	43	0.91	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/30/2005 13:00	43	43	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/30/2005 14:00	48	43	1.12	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/30/2005 15:00	52	43	1.21	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 16:00	54	43	1.26	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 17:00	50	48	1.04	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 18:00	53	48	1.1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 19:00	52	48	1.08	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 20:00	45	48	0.94	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 21:00	40	48	0.83	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 22:00	36	48	0.75	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/30/2005 23:00	36	48	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 0:00	30	48	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 1:00	27	48	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 2:00	22	43	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 3:00	19	43	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 4:00	16	43	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 5:00	14	43	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 6:00	19	43	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
12/31/2005 7:00	15	43	0.35	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/31/2005 8:00	18	43	0.42	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/31/2005 9:00	19	43	0.44	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/31/2005 10:00	21	43	0.49	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/31/2005 11:00	22	43	0.51	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
12/31/2005 12:00	27	43	0.63	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/31/2005 13:00	27	48	0.56	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/31/2005 14:00	33	48	0.69	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
12/31/2005 15:00	38	48	0.79	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 16:00	34	48	0.71	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 17:00	31	48	0.65	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 18:00	30	48	0.63	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 19:00	31	48	0.65	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 20:00	34	48	0.71	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 21:00	35	48	0.73	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 22:00	40	48	0.83	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
12/31/2005 23:00	37	48	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 0:00	35	48	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 1:00	38	48	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 2:00	38	43	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 3:00	42	43	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 4:00	43	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 5:00	40	43	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 6:00	42	43	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/1/2006 7:00	35	43	0.81	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 8:00	37	43	0.86	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 9:00	34	43	0.79	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 10:00	34	43	0.79	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 11:00	43	43	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 12:00	43	43	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 13:00	43	48	0.9	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 14:00	41	48	0.85	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/1/2006 15:00	41	48	0.85	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 16:00	40	48	0.83	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 17:00	42	48	0.88	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 18:00	50	48	1.04	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 19:00	48	48	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 20:00	44	48	0.92	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 21:00	42	48	0.88	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 22:00	32	48	0.67	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/1/2006 23:00	33	48	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 0:00	29	48	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 1:00	27	48	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 2:00	23	43	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 3:00	22	43	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 4:00	27	43	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 5:00	23	43	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 6:00	23	43	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/2/2006 7:00	20	43	0.47	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/2/2006 8:00	24	43	0.56	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/2/2006 9:00	28	43	0.65	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/2/2006 10:00	40	43	0.93	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/2/2006 11:00	47	43	1.09	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/2/2006 12:00	50	43	1.16	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/2/2006 13:00	48	43	1.12	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/2/2006 14:00	47	43	1.09	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/2/2006 15:00	50	43	1.16	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
1/2/2006 16:00	52	43	1.21	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
1/2/2006 17:00	55	48	1.15	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/2/2006 18:00	53	48	1.1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/2/2006 19:00	55	48	1.15	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/2/2006 20:00	55	48	1.15	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/2/2006 21:00	45	48	0.94	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/2/2006 22:00	40	48	0.83	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/2/2006 23:00	36	48	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 0:00	33	48	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 1:00	30	48	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 2:00	25	43	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 3:00	24	43	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 4:00	21	43	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 5:00	20	43	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 6:00	21	43	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/3/2006 7:00	18	43	0.42	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 8:00	20	43	0.47	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 9:00	21	43	0.49	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 10:00	20	43	0.47	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 11:00	26	43	0.6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 12:00	31	43	0.72	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 13:00	40	43	0.93	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 14:00	49	43	1.14	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/3/2006 15:00	51	43	1.19	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 16:00	50	43	1.16	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 17:00	55	48	1.15	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 18:00	59	48	1.23	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 19:00	62	48	1.29	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 20:00	62	48	1.29	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 21:00	56	48	1.17	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 22:00	56	48	1.17	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/3/2006 23:00	56	48	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 0:00	46	48	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 1:00	44	48	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 2:00	39	43	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 3:00	33	43	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 4:00	34	43	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 5:00	30	43	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 6:00	30	43	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/4/2006 7:00	32	43	0.74	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/4/2006 8:00	32	43	0.74	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
1/4/2006 9:00	33	43	0.77	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
1/4/2006 10:00	36	43	0.84	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
1/4/2006 11:00	38	43	0.88	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
1/4/2006 12:00	46	43	1.07	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/4/2006 13:00	55	43	1.28	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/4/2006 14:00	61	43	1.42	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/4/2006 15:00	67	43	1.56	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
1/4/2006 16:00	65	43	1.51	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
1/4/2006 17:00	65	48	1.35	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/4/2006 18:00	70	48	1.46	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/4/2006 19:00	67	48	1.4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/4/2006 20:00	63	48	1.31	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/4/2006 21:00	63	48	1.31	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/4/2006 22:00	63	48	1.31	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/4/2006 23:00	58	48	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 0:00	50	48	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 1:00	45	48	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 2:00	42	43	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 3:00	42	43	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 4:00	43	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 5:00	39	43	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 6:00	35	43	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/5/2006 7:00	32	43	0.74	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/5/2006 8:00	34	43	0.79	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1/5/2006 9:00	38	43	0.88	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/5/2006 10:00	41	43	0.95	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/5/2006 11:00	47	43	1.09	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/5/2006 12:00	51	43	1.19	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/5/2006 13:00	51	43	1.19	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/5/2006 14:00	52	43	1.21	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
1/5/2006 15:00	53	43	1.23	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
1/5/2006 16:00	56	43	1.3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
1/5/2006 17:00	59	48	1.23	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/5/2006 18:00	70	48	1.46	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/5/2006 19:00	69	48	1.44	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/5/2006 20:00	72	48	1.5	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/5/2006 21:00	60	48	1.25	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/5/2006 22:00	56	48	1.17	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
1/5/2006 23:00	55	48	1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 0:00	49	48	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 1:00	48	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 2:00	46	43	1.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 3:00	47	43	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 4:00	45	43	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 5:00	40	43	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 6:00	41	43	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1/6/2006 7:00	37	43	0.86	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
